Ma,possible_cols,total_cols,total_cols_mean,total_cols_sd,total_area,total_area_mean,total_area_sd 
2941,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2942,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2943,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2944,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2945,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2946,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2947,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2948,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2949,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2950,949,11,6.99,1.540661015,806295.522,510285.2029,198628.1084
2951,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2952,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2953,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2954,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2955,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2956,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2957,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2958,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2959,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2960,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2961,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2962,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2963,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2964,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2965,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2966,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2967,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2968,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2969,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2970,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2971,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2972,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2973,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2974,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2975,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2976,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2977,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2978,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2979,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2980,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2981,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2982,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2983,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2984,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2985,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2986,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2987,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2988,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2989,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2990,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2991,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2992,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2993,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2994,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2995,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2996,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2997,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2998,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
2999,949,9,5.67,1.35627982,778766.1566,497881.9819,190839.007
3000,949,7,4.42,1.207551994,434204.6353,285818.8176,152563.2526
3001,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3002,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3003,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3004,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3005,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3006,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3007,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3008,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3009,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3010,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3011,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3012,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3013,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3014,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3015,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3016,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3017,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3018,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3019,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3020,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3021,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3022,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3023,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3024,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3025,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3026,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3027,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3028,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3029,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3030,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3031,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3032,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3033,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3034,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3035,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3036,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3037,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3038,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3039,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3040,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3041,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3042,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3043,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3044,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3045,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3046,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3047,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3048,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3049,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3050,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3051,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3052,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3053,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3054,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3055,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3056,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3057,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3058,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3059,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3060,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3061,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3062,949,6,3.79,1.130790373,414949.9055,269251.0171,142273.1013
3063,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3064,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3065,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3066,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3067,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3068,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3069,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3070,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3071,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3072,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3073,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3074,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3075,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3076,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3077,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3078,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3079,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3080,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3081,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3082,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3083,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3084,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3085,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3086,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3087,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3088,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3089,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3090,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3091,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3092,949,4,2.53,0.9261084,57188.04333,36342.4075,13846.27092
3093,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3094,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3095,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3096,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3097,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3098,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3099,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3100,949,3,1.91,0.817670997,44434.20459,28246.379,12533.69894
3101,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3102,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3103,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3104,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3105,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3106,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3107,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3108,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3109,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3110,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3111,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3112,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3113,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3114,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3115,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3116,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3117,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3118,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3119,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3120,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3121,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3122,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3123,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3124,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3125,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3126,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3127,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3128,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3129,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3130,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3131,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3132,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3133,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3134,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3135,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3136,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3137,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3138,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3139,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3140,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3141,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3142,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3143,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3144,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3145,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3146,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3147,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3148,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3149,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3150,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3151,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3152,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3153,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3154,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3155,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3156,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3157,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3158,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3159,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3160,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3161,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3162,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3163,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3164,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3165,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3166,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3167,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3168,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3169,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3170,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3171,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3172,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3173,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3174,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3175,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3176,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3177,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3178,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3179,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3180,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3181,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3182,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3183,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3184,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3185,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3186,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3187,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3188,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3189,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3190,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3191,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3192,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3193,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3194,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3195,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3196,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3197,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3198,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3199,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3200,949,1,0.65,0.479372485,11146.73943,7263.487011,5356.890906
3201,949,0,0,0,0,0,0
3202,949,0,0,0,0,0,0
3203,949,0,0,0,0,0,0
3204,949,0,0,0,0,0,0
3205,949,0,0,0,0,0,0
3206,949,0,0,0,0,0,0
3207,949,0,0,0,0,0,0
3208,949,0,0,0,0,0,0
3209,949,0,0,0,0,0,0
3210,949,0,0,0,0,0,0
3211,949,0,0,0,0,0,0
3212,949,0,0,0,0,0,0
3213,949,0,0,0,0,0,0
3214,949,0,0,0,0,0,0
3215,949,0,0,0,0,0,0
3216,949,0,0,0,0,0,0
3217,949,0,0,0,0,0,0
3218,949,0,0,0,0,0,0
3219,949,0,0,0,0,0,0
3220,949,0,0,0,0,0,0
3221,949,0,0,0,0,0,0
3222,949,0,0,0,0,0,0
3223,949,0,0,0,0,0,0
3224,949,0,0,0,0,0,0
3225,949,0,0,0,0,0,0
3226,949,0,0,0,0,0,0
3227,949,0,0,0,0,0,0
3228,949,0,0,0,0,0,0
3229,949,0,0,0,0,0,0
3230,949,0,0,0,0,0,0
3231,949,0,0,0,0,0,0
3232,949,0,0,0,0,0,0
3233,949,0,0,0,0,0,0
3234,949,0,0,0,0,0,0
3235,949,0,0,0,0,0,0
3236,949,0,0,0,0,0,0
3237,949,0,0,0,0,0,0
3238,949,0,0,0,0,0,0
3239,949,0,0,0,0,0,0
3240,949,0,0,0,0,0,0
3241,949,0,0,0,0,0,0
3242,949,0,0,0,0,0,0
3243,949,0,0,0,0,0,0
3244,949,0,0,0,0,0,0
3245,949,0,0,0,0,0,0
3246,949,0,0,0,0,0,0
3247,949,0,0,0,0,0,0
3248,949,0,0,0,0,0,0
3249,949,0,0,0,0,0,0
3250,949,0,0,0,0,0,0
3251,949,0,0,0,0,0,0
3252,949,0,0,0,0,0,0
3253,949,0,0,0,0,0,0
